Latitude,Longitude,Type,Second Type,Root Type
41.691012,-87.729981,Cemetery,Cemetery,Outdoors & Recreation
41.891473,-87.632187,Bank,Bank,Shop & Service
41.972965,-87.691338,Cosmetics Shop,Cosmetics Shop,Shop & Service
41.965120,-87.686255,Pizza Place,Pizza Place,Food
41.792099,-87.786851,Seafood Restaurant,Seafood Restaurant,Food
41.885668,-87.676882,Bus Line,Bus Station,Travel & Transport
41.940874,-87.649746,Gay Bar,Bar,Nightlife Spot
41.758306,-87.614733,Fried Chicken Joint,Fried Chicken Joint,Food
41.910789,-87.650895,Women's Store,Clothing Store,Shop & Service
41.758194,-87.629389,Grocery Store,Food & Drink Shop,Shop & Service
41.905886,-87.668956,Sandwich Place,Sandwich Place,Food
41.885697,-87.630944,Train,Train Station,Travel & Transport
41.751388,-87.612522,Grocery Store,Food & Drink Shop,Shop & Service
41.735564,-87.670408,Seafood Restaurant,Seafood Restaurant,Food
41.908137,-87.847438,Arcade,Arcade,Arts & Entertainment
41.942023,-87.646354,Gay Bar,Bar,Nightlife Spot
41.716201,-87.730202,Church,Spiritual Center,Professional & Other Places
41.987078,-87.655158,Track,Athletics & Sports,Outdoors & Recreation
41.778354,-87.739004,Chinese Restaurant,Asian Restaurant,Food
41.691461,-87.702917,Dive Bar,Bar,Nightlife Spot
41.910892,-87.687199,Auditorium,Auditorium,Professional & Other Places
41.980020,-87.653180,Home (private),Home (private),Residence
41.901199,-87.634768,Elementary School,School,Professional & Other Places
41.910208,-87.696931,Building,Building,Professional & Other Places
41.871953,-87.738834,Butcher,Food & Drink Shop,Shop & Service
41.878812,-87.630429,Historic Site,Historic Site,Arts & Entertainment
41.884060,-87.632204,Pizza Place,Pizza Place,Food
41.799987,-87.779972,Building,Building,Professional & Other Places
41.879651,-87.626444,Arts & Crafts Store,Arts & Crafts Store,Shop & Service
41.830727,-87.650678,Burger Joint,Burger Joint,Food
41.693543,-87.732037,Home (private),Home (private),Residence
41.886881,-87.637558,College Library,College Library,College & University
41.926659,-87.703759,Flea Market,Flea Market,Shop & Service
41.968495,-87.717258,Filipino Restaurant,Asian Restaurant,Food
41.869394,-87.659951,Neighborhood,States & Municipalities,Outdoors & Recreation
41.957554,-87.796830,Assisted Living,Assisted Living,Residence
41.936657,-87.649112,Medical Center,Medical Center,Professional & Other Places
41.883013,-87.647320,Doctor's Office,Medical Center,Professional & Other Places
41.892343,-87.644355,Road,Road,Travel & Transport
41.846380,-87.754635,Post Office,Post Office,Professional & Other Places
41.893673,-87.615914,Gym / Fitness Center,Athletics & Sports,Outdoors & Recreation
41.772391,-87.651328,Fast Food Restaurant,Fast Food Restaurant,Food
41.852464,-87.635886,Chinese Restaurant,Asian Restaurant,Food
41.966442,-87.759311,Bank,Bank,Shop & Service
41.778881,-87.723062,Monument / Landmark,Government Building,Professional & Other Places
41.767370,-87.722234,Automotive Shop,Automotive Shop,Shop & Service
41.897797,-87.623861,Women's Store,Clothing Store,Shop & Service
41.866151,-87.640165,Miscellaneous Shop,Miscellaneous Shop,Shop & Service
41.689202,-87.599946,Casino,Casino,Arts & Entertainment
41.827223,-87.623851,Church,Spiritual Center,Professional & Other Places
41.720703,-87.692094,Bagel Shop,Bagel Shop,Food
41.872951,-87.624724,Accessories Store,Clothing Store,Shop & Service
41.889053,-87.631047,Spa / Massage,,
41.881898,-87.629549,Electronics Store,Electronics Store,Shop & Service
41.866711,-87.637149,Train Station,Train Station,Travel & Transport
41.876312,-87.652046,Building,Building,Professional & Other Places
41.809736,-87.801902,Bar,Bar,Nightlife Spot
41.848668,-87.675606,Mexican Restaurant,Mexican Restaurant,Food
41.989358,-87.704673,Spiritual Center,Spiritual Center,Professional & Other Places
41.931527,-87.757355,South American Restaurant,Latin American Restaurant,Food
41.874022,-87.686299,Neighborhood,States & Municipalities,Outdoors & Recreation
41.873072,-87.645648,Road,Road,Travel & Transport
41.901110,-87.672907,Home (private),Home (private),Residence
41.884371,-87.634262,Student Center,Student Center,College & University
41.852144,-87.614904,Convention Center,Convention Center,Professional & Other Places
41.826324,-87.795986,Sandwich Place,Sandwich Place,Food
41.714716,-87.668730,Neighborhood,States & Municipalities,Outdoors & Recreation
41.879293,-87.628992,Sandwich Place,Sandwich Place,Food
41.892592,-87.636551,Office,Office,Professional & Other Places
41.983427,-87.720886,College Classroom,College Classroom,College & University
41.867270,-87.643045,Arts & Crafts Store,Arts & Crafts Store,Shop & Service
41.746611,-87.635276,Seafood Restaurant,Seafood Restaurant,Food
41.900665,-87.626249,Men's Store,Clothing Store,Shop & Service
41.758584,-87.654210,Bar,Bar,Nightlife Spot
41.844482,-87.716490,Bakery,Bakery,Food
41.787397,-87.744461,Airport Gate,Airport,Travel & Transport
41.955358,-87.671321,Government Building,Government Building,Professional & Other Places
41.940178,-87.643314,Home (private),Home (private),Residence
41.773008,-87.728748,Park,Park,Outdoors & Recreation
41.785201,-87.763810,Park,Park,Outdoors & Recreation
41.864899,-87.646151,Dentist's Office,Medical Center,Professional & Other Places
41.851475,-87.744180,Donut Shop,Donut Shop,Food
41.893623,-87.616235,Residential Building (Apartment / Condo),Residential Building (Apartment / Condo),Residence
41.880356,-87.639568,Office,Office,Professional & Other Places
41.892502,-87.628490,Salon / Barbershop,Salon / Barbershop,Shop & Service
41.779712,-87.642463,Sandwich Place,Sandwich Place,Food
41.958652,-87.788347,College Bookstore,College Bookstore,College & University
41.850164,-87.672830,Automotive Shop,Automotive Shop,Shop & Service
41.706589,-87.657851,Bank,Bank,Shop & Service
41.839861,-87.661176,Diner,Diner,Food
41.810489,-87.723969,Gas Station / Garage,,
41.946341,-87.688344,Bus Station,Bus Station,Travel & Transport
41.943529,-87.678516,Bar,Bar,Nightlife Spot
41.798228,-87.742460,Fast Food Restaurant,Fast Food Restaurant,Food
41.887706,-87.620999,Office,Office,Professional & Other Places
41.941499,-87.691092,College Bookstore,College Bookstore,College & University
41.777633,-87.643711,College Bookstore,College Bookstore,College & University
41.709703,-87.590391,College Bookstore,College Bookstore,College & University
41.894571,-87.782751,Miscellaneous Shop,Miscellaneous Shop,Shop & Service
41.857796,-87.622010,Park,Park,Outdoors & Recreation
41.867567,-87.650514,Parking,Parking,Professional & Other Places
41.890864,-87.680243,Gym / Fitness Center,Athletics & Sports,Outdoors & Recreation
41.919799,-87.641232,Doctor's Office,Medical Center,Professional & Other Places
41.847448,-87.800014,High School,School,Professional & Other Places
41.917665,-87.684400,Asian Restaurant,Asian Restaurant,Food
41.784625,-87.797585,Park,Park,Outdoors & Recreation
41.964559,-87.656285,Neighborhood,States & Municipalities,Outdoors & Recreation
41.989321,-87.669611,Gym,Athletics & Sports,Outdoors & Recreation
41.879490,-87.634243,Office,Office,Professional & Other Places
41.781604,-87.671701,High School,School,Professional & Other Places
41.691398,-87.700338,Real Estate Office,Real Estate Office,Shop & Service
41.789131,-87.601012,Art Museum,Museum,Arts & Entertainment
41.981095,-87.717851,College Lab,College Lab,College & University
41.883441,-87.629809,Performing Arts Venue,Performing Arts Venue,Arts & Entertainment
41.886387,-87.642444,Office,Office,Professional & Other Places
41.945597,-87.645788,Other Great Outdoors,Other Great Outdoors,Outdoors & Recreation
41.931934,-87.785323,Salon / Barbershop,Salon / Barbershop,Shop & Service
41.911427,-87.692626,Home (private),Home (private),Residence
41.873939,-87.630667,College Residence Hall,College Residence Hall,College & University
41.890692,-87.626864,Residential Building (Apartment / Condo),Residential Building (Apartment / Condo),Residence
41.938748,-87.766782,Nightlife Spot,,Nightlife Spot
41.885005,-87.635814,Food Truck,Food Truck,Food
41.896028,-87.669659,Medical Center,Medical Center,Professional & Other Places
41.933866,-87.644463,Cosmetics Shop,Cosmetics Shop,Shop & Service
41.677016,-87.681532,Pizza Place,Pizza Place,Food
41.910986,-87.806119,Laundry Service,Laundry Service,Shop & Service
41.897637,-87.624116,Women's Store,Clothing Store,Shop & Service
41.889395,-87.629292,American Restaurant,American Restaurant,Food
41.778637,-87.736602,Taco Place,Mexican Restaurant,Food
41.789975,-87.801253,Mexican Restaurant,Mexican Restaurant,Food
41.891740,-87.635380,Women's Store,Clothing Store,Shop & Service
41.811200,-87.603484,Church,Spiritual Center,Professional & Other Places
41.897043,-87.677109,Cosmetics Shop,Cosmetics Shop,Shop & Service
41.835076,-87.646265,Bakery,Bakery,Food
41.883471,-87.706098,African Restaurant,African Restaurant,Food
41.758503,-87.615415,Seafood Restaurant,Seafood Restaurant,Food
41.808988,-87.606244,Automotive Shop,Automotive Shop,Shop & Service
41.901431,-87.628657,Steakhouse,Steakhouse,Food
41.892625,-87.620521,Office,Office,Professional & Other Places
41.727973,-87.585851,Italian Restaurant,Italian Restaurant,Food
41.926085,-87.819943,Building,Building,Professional & Other Places
41.850699,-87.797961,Automotive Shop,Automotive Shop,Shop & Service
41.942467,-87.647035,Gay Bar,Bar,Nightlife Spot
41.896402,-87.647339,Newsstand,Newsstand,Shop & Service
41.994637,-87.714392,Automotive Shop,Automotive Shop,Shop & Service
41.768443,-87.790184,Building,Building,Professional & Other Places
41.888319,-87.630797,Tech Startup,Office,Professional & Other Places
41.890824,-87.635255,Office,Office,Professional & Other Places
41.908213,-87.674318,Medical Center,Medical Center,Professional & Other Places
41.925941,-87.667685,Gym,Athletics & Sports,Outdoors & Recreation
41.743184,-87.632363,Sandwich Place,Sandwich Place,Food
41.908936,-87.819778,Doctor's Office,Medical Center,Professional & Other Places
41.880945,-87.622169,Office,Office,Professional & Other Places
41.954649,-87.808613,Lingerie Store,Clothing Store,Shop & Service
41.885799,-87.631452,Financial or Legal Service,Financial or Legal Service,Shop & Service
41.870821,-87.793887,Doctor's Office,Medical Center,Professional & Other Places
41.952326,-87.812237,Automotive Shop,Automotive Shop,Shop & Service
41.894649,-87.616789,Coffee Shop,Coffee Shop,Food
41.908884,-87.799747,Doctor's Office,Medical Center,Professional & Other Places
41.925852,-87.649324,Historic Site,Historic Site,Arts & Entertainment
41.956383,-87.678824,Neighborhood,States & Municipalities,Outdoors & Recreation
41.779699,-87.646402,Bank,Bank,Shop & Service
41.694119,-87.599170,Bank,Bank,Shop & Service
41.733606,-87.551022,Bank,Bank,Shop & Service
41.957526,-87.747054,Doctor's Office,Medical Center,Professional & Other Places
41.673232,-87.712336,Home (private),Home (private),Residence
41.798333,-87.747384,Sports Bar,Bar,Nightlife Spot
41.901271,-87.663664,Bar,Bar,Nightlife Spot
41.877460,-87.638662,Train,Train Station,Travel & Transport
41.880831,-87.641235,Deli / Bodega,Deli / Bodega,Food
41.923502,-87.646092,Fried Chicken Joint,Fried Chicken Joint,Food
41.813110,-87.616124,Food,,Food
41.935096,-87.644328,Salon / Barbershop,Salon / Barbershop,Shop & Service
41.892327,-87.639812,Storage Facility,Storage Facility,Shop & Service
41.776042,-87.683381,Automotive Shop,Automotive Shop,Shop & Service
41.721025,-87.643495,Cosmetics Shop,Cosmetics Shop,Shop & Service
41.932693,-87.645682,Clothing Store,Clothing Store,Shop & Service
41.786924,-87.745185,Dessert Shop,Dessert Shop,Food
41.786879,-87.746075,Airport Gate,Airport,Travel & Transport
41.845169,-87.627240,New American Restaurant,American Restaurant,Food
41.716781,-87.781298,Burger Joint,Burger Joint,Food
41.961149,-87.709858,Pool Hall,Pool Hall,Arts & Entertainment
41.688378,-87.641823,Fast Food Restaurant,Fast Food Restaurant,Food
41.989877,-87.718506,Electronics Store,Electronics Store,Shop & Service
41.681317,-87.662513,Mall,,
41.883562,-87.632334,Sandwich Place,Sandwich Place,Food
41.961526,-87.679689,Fast Food Restaurant,Fast Food Restaurant,Food
41.906563,-87.856885,Building,Building,Professional & Other Places
41.903985,-87.629126,Nightclub,Nightclub,Nightlife Spot
41.852845,-87.638397,Road,Road,Travel & Transport
41.934424,-87.727115,Salon / Barbershop,Salon / Barbershop,Shop & Service
41.957870,-87.679101,Caf,,
41.922429,-87.635665,General Entertainment,General Entertainment,Arts & Entertainment
41.809964,-87.622962,General Entertainment,General Entertainment,Arts & Entertainment
41.879628,-87.788902,Southern / Soul Food Restaurant,Southern / Soul Food Restaurant,Food
41.845539,-87.631982,Dive Bar,Bar,Nightlife Spot
41.841094,-87.783257,Bar,Bar,Nightlife Spot
41.874964,-87.638801,Train,Train Station,Travel & Transport
41.896353,-87.657470,School,School,Professional & Other Places
41.720793,-87.741290,Car Dealership,,
41.900974,-87.627866,Clothing Store,Clothing Store,Shop & Service
41.963569,-87.673880,Dog Run,Dog Run,Outdoors & Recreation
41.899914,-87.625020,Bakery,Bakery,Food
41.906289,-87.850465,Tanning Salon,Tanning Salon,Shop & Service
41.941714,-87.663982,Miscellaneous Shop,Miscellaneous Shop,Shop & Service
41.880840,-87.622243,Art Museum,Museum,Arts & Entertainment
41.857539,-87.682236,Automotive Shop,Automotive Shop,Shop & Service
41.906054,-87.850172,Spa / Massage,,
41.883935,-87.629727,Arts & Crafts Store,Arts & Crafts Store,Shop & Service
41.657291,-87.658323,Cosmetics Shop,Cosmetics Shop,Shop & Service
41.821432,-87.692431,Salon / Barbershop,Salon / Barbershop,Shop & Service
41.693054,-87.700888,Diner,Diner,Food
42.000984,-87.671292,Speakeasy,Bar,Nightlife Spot
41.750279,-87.654285,Drugstore / Pharmacy,,
41.928588,-87.634840,Hiking Trail,,
41.896276,-87.672164,Laundry Service,Laundry Service,Shop & Service
41.862039,-87.646919,Sports Bar,Bar,Nightlife Spot
41.876812,-87.625562,General College & University,General College & University,College & University
41.827288,-87.758485,College Classroom,College Classroom,College & University
41.885570,-87.625043,Bagel Shop,Bagel Shop,Food
41.675354,-87.738891,Automotive Shop,Automotive Shop,Shop & Service
41.769729,-87.659300,BBQ Joint,BBQ Joint,Food
41.866447,-87.710770,Fast Food Restaurant,Fast Food Restaurant,Food
41.792198,-87.797478,Mexican Restaurant,Mexican Restaurant,Food
41.766511,-87.576376,Bank,Bank,Shop & Service
41.917831,-87.659459,Ramen /  Noodle House,,
41.891850,-87.634045,Breakfast Spot,Breakfast Spot,Food
41.884835,-87.619722,Gym,Athletics & Sports,Outdoors & Recreation
41.874549,-87.670117,Parking,Parking,Professional & Other Places
41.973286,-87.655168,Indian Restaurant,Indian Restaurant,Food
41.932007,-87.631931,Bus Line,Bus Station,Travel & Transport
41.913687,-87.632031,Theater,Performing Arts Venue,Arts & Entertainment
41.939344,-87.806427,Laundry Service,Laundry Service,Shop & Service
41.931377,-87.642131,Office,Office,Professional & Other Places
41.873716,-87.626011,Arts & Crafts Store,Arts & Crafts Store,Shop & Service
41.878565,-87.636334,French Restaurant,French Restaurant,Food
41.893164,-87.637052,Office,Office,Professional & Other Places
41.898262,-87.625726,Car Dealership,,
41.935697,-87.671923,Chinese Restaurant,Asian Restaurant,Food
41.878819,-87.623895,Train,Train Station,Travel & Transport
41.850937,-87.774818,Building,Building,Professional & Other Places
41.966489,-87.679097,Asian Restaurant,Asian Restaurant,Food
41.926160,-87.726836,Bar,Bar,Nightlife Spot
41.686581,-87.641898,Fast Food Restaurant,Fast Food Restaurant,Food
41.761244,-87.776100,Building,Building,Professional & Other Places
41.964557,-87.635264,Harbor / Marina,Harbor / Marina,Outdoors & Recreation
41.823600,-87.624641,Building,Building,Professional & Other Places
41.930738,-87.785321,Bank,Bank,Shop & Service
41.880460,-87.633445,Home (private),Home (private),Residence
41.813722,-87.606340,Miscellaneous Shop,Miscellaneous Shop,Shop & Service
41.903650,-87.665159,Sushi Restaurant,Asian Restaurant,Food
41.900477,-87.626906,Hotel,Hotel,Travel & Transport
41.800534,-87.732231,Grocery Store,Food & Drink Shop,Shop & Service
41.942152,-87.669048,Yoga Studio,Athletics & Sports,Outdoors & Recreation
41.965410,-87.658931,Fried Chicken Joint,Fried Chicken Joint,Food
41.850930,-87.788642,Hardware Store,Hardware Store,Shop & Service
41.719275,-87.779549,Candy Store,Candy Store,Shop & Service
41.981406,-87.722187,Home (private),Home (private),Residence
41.940178,-87.643314,Home (private),Home (private),Residence
41.878444,-87.639313,Train Station,Train Station,Travel & Transport
41.891580,-87.646090,Light Rail,,
41.990126,-87.663045,Home (private),Home (private),Residence
41.852813,-87.744463,Mexican Restaurant,Mexican Restaurant,Food
41.656786,-87.680383,Italian Restaurant,Italian Restaurant,Food
41.962361,-87.761573,Home (private),Home (private),Residence
41.997375,-87.707945,Synagogue,Spiritual Center,Professional & Other Places
41.940178,-87.643314,Home (private),Home (private),Residence
41.878909,-87.666961,City Hall,Government Building,Professional & Other Places
41.657551,-87.681061,Community College,Community College,College & University
41.776601,-87.622444,Train,Train Station,Travel & Transport
41.882121,-87.640637,Food Court,Food Court,Food
41.984172,-87.663413,Road,Road,Travel & Transport
41.887887,-87.782043,Coffee Shop,Coffee Shop,Food
41.884004,-87.627769,Sandwich Place,Sandwich Place,Food
41.882784,-87.628271,Residential Building (Apartment / Condo),Residential Building (Apartment / Condo),Residence
41.868537,-87.803557,Park,Park,Outdoors & Recreation
41.749315,-87.576135,Cosmetics Shop,Cosmetics Shop,Shop & Service
41.872249,-87.633496,Doctor's Office,Medical Center,Professional & Other Places
41.908225,-87.674309,Boutique,Clothing Store,Shop & Service
41.879432,-87.625013,Road,Road,Travel & Transport
41.895785,-87.624475,Lingerie Store,Clothing Store,Shop & Service
41.704183,-87.638507,Park,Park,Outdoors & Recreation
41.917558,-87.712155,Automotive Shop,Automotive Shop,Shop & Service
41.894922,-87.650851,Residential Building (Apartment / Condo),Residential Building (Apartment / Condo),Residence
41.992304,-87.660481,Arts & Crafts Store,Arts & Crafts Store,Shop & Service
41.725719,-87.585046,Museum,Museum,Arts & Entertainment
41.939236,-87.727177,Pizza Place,Pizza Place,Food
41.892966,-87.627105,Gourmet Shop,Food & Drink Shop,Shop & Service
41.909340,-87.851975,Italian Restaurant,Italian Restaurant,Food
41.976118,-87.692293,Cosmetics Shop,Cosmetics Shop,Shop & Service
41.924107,-87.646838,Sandwich Place,Sandwich Place,Food
41.895390,-87.638031,General Travel,General Travel,Travel & Transport
41.721520,-87.740194,Bank,Bank,Shop & Service
41.847953,-87.621002,Cosmetics Shop,Cosmetics Shop,Shop & Service
41.843287,-87.783218,Taco Place,Mexican Restaurant,Food
41.924461,-87.715441,Bar,Bar,Nightlife Spot
41.940773,-87.726220,Chinese Restaurant,Asian Restaurant,Food
41.759269,-87.585451,Fried Chicken Joint,Fried Chicken Joint,Food
41.814493,-87.703764,Chinese Restaurant,Asian Restaurant,Food
41.885154,-87.784538,City,States & Municipalities,Outdoors & Recreation
41.884947,-87.615478,Gym,Athletics & Sports,Outdoors & Recreation
41.884716,-87.631019,Office,Office,Professional & Other Places
41.933308,-87.679241,Food & Drink Shop,Food & Drink Shop,Shop & Service
41.966490,-87.689146,Bar,Bar,Nightlife Spot
41.800883,-87.683367,Laundry Service,Laundry Service,Shop & Service
41.793200,-87.722969,Bank,Bank,Shop & Service
41.812511,-87.723964,Wings Joint,Wings Joint,Food
41.848936,-87.638776,Karaoke Bar,Bar,Nightlife Spot
41.957928,-87.721295,Neighborhood,States & Municipalities,Outdoors & Recreation
41.984927,-87.698418,Bank,Bank,Shop & Service
41.808632,-87.665113,Shoe Store,Clothing Store,Shop & Service
41.904664,-87.668417,Shoe Store,Clothing Store,Shop & Service
41.736903,-87.604567,Shoe Store,Clothing Store,Shop & Service
41.966846,-87.660061,Gay Bar,Bar,Nightlife Spot
41.960269,-87.688370,Automotive Shop,Automotive Shop,Shop & Service
41.979219,-87.692372,Laundry Service,Laundry Service,Shop & Service
41.800342,-87.736699,Automotive Shop,Automotive Shop,Shop & Service
41.874137,-87.667030,American Restaurant,American Restaurant,Food
41.929008,-87.677450,Pizza Place,Pizza Place,Food
41.903822,-87.656203,Flower Shop,Flower Shop,Shop & Service
41.802680,-87.607025,Nail Salon,Nail Salon,Shop & Service
41.969402,-87.762132,Fried Chicken Joint,Fried Chicken Joint,Food
41.791182,-87.689374,High School,School,Professional & Other Places
41.883378,-87.703066,Church,Spiritual Center,Professional & Other Places
41.792855,-87.778440,Doctor's Office,Medical Center,Professional & Other Places
41.922083,-87.664627,Sporting Goods Shop,Sporting Goods Shop,Shop & Service
41.923925,-87.806260,General Travel,General Travel,Travel & Transport
41.925871,-87.640290,Mexican Restaurant,Mexican Restaurant,Food
41.903387,-87.668802,Doctor's Office,Medical Center,Professional & Other Places
41.918505,-87.796860,Music Venue,Music Venue,Arts & Entertainment
41.873396,-87.657037,Italian Restaurant,Italian Restaurant,Food
41.886322,-87.620394,Hotel,Hotel,Travel & Transport
41.683092,-87.641721,Sandwich Place,Sandwich Place,Food
41.938277,-87.686101,Dance Studio,Performing Arts Venue,Arts & Entertainment
41.808261,-87.753280,Parking,Parking,Professional & Other Places
41.927390,-87.835366,City Hall,Government Building,Professional & Other Places
41.719884,-87.783714,Automotive Shop,Automotive Shop,Shop & Service
41.888645,-87.624401,Bridge,Bridge,Outdoors & Recreation
41.962841,-87.745415,Neighborhood,States & Municipalities,Outdoors & Recreation
41.797003,-87.588018,Mobile Phone Shop,Mobile Phone Shop,Shop & Service
41.733953,-87.790371,Laundry Service,Laundry Service,Shop & Service
41.658821,-87.608540,Grocery Store,Food & Drink Shop,Shop & Service
41.968158,-87.693762,Pub,Bar,Nightlife Spot
41.823822,-87.621648,Liquor Store,Food & Drink Shop,Shop & Service
41.896270,-87.664386,Gastropub,Gastropub,Food
41.909236,-87.795128,Bakery,Bakery,Food
41.790932,-87.582822,Science Museum,Museum,Arts & Entertainment
41.879699,-87.774616,Neighborhood,States & Municipalities,Outdoors & Recreation
41.749553,-87.795905,Pet Store,Pet Store,Shop & Service
41.878918,-87.629968,Hotel,Hotel,Travel & Transport
41.985089,-87.657009,Dog Run,Dog Run,Outdoors & Recreation
41.860200,-87.613701,Home (private),Home (private),Residence
41.844254,-87.773305,Church,Spiritual Center,Professional & Other Places
41.893228,-87.639635,Building,Building,Professional & Other Places
41.961644,-87.675881,American Restaurant,American Restaurant,Food
41.865963,-87.627150,Caf,,
41.863925,-87.800924,Home (private),Home (private),Residence
41.933754,-87.820586,Home (private),Home (private),Residence
41.794161,-87.664314,Fast Food Restaurant,Fast Food Restaurant,Food
41.917928,-87.697416,Pizza Place,Pizza Place,Food
41.794004,-87.781252,Home (private),Home (private),Residence
41.831051,-87.620130,Sandwich Place,Sandwich Place,Food
41.885355,-87.615000,Gym,Athletics & Sports,Outdoors & Recreation
41.791664,-87.597778,Church,Spiritual Center,Professional & Other Places
41.957605,-87.688581,Pizza Place,Pizza Place,Food
41.841150,-87.653180,Home (private),Home (private),Residence
41.995804,-87.660341,Thrift / Vintage Store,Thrift / Vintage Store,Shop & Service
41.799877,-87.595533,Mall,,
41.892026,-87.635308,Building,Building,Professional & Other Places
41.929220,-87.654640,Convenience Store,Convenience Store,Shop & Service
41.815609,-87.656155,Chinese Restaurant,Asian Restaurant,Food
41.878300,-87.628047,Drugstore / Pharmacy,,
41.952805,-87.752102,Dentist's Office,Medical Center,Professional & Other Places
41.885361,-87.615565,Office,Office,Professional & Other Places
41.923961,-87.630515,Bus Line,Bus Station,Travel & Transport
41.791609,-87.588609,Caf,,
41.880322,-87.626899,Event Space,Event Space,Professional & Other Places
41.880889,-87.626295,Design Studio,Design Studio,Shop & Service
41.803021,-87.589663,High School,School,Professional & Other Places
41.722346,-87.573808,Fried Chicken Joint,Fried Chicken Joint,Food
41.836792,-87.723687,Mexican Restaurant,Mexican Restaurant,Food
41.771732,-87.744411,College Gym,College Gym,College & University
41.880776,-87.630763,Medical Center,Medical Center,Professional & Other Places
41.778579,-87.748071,Building,Building,Professional & Other Places
41.879126,-87.642362,Office,Office,Professional & Other Places
41.911281,-87.649975,Electronics Store,Electronics Store,Shop & Service
41.858028,-87.776503,Italian Restaurant,Italian Restaurant,Food
41.968165,-87.726457,Chinese Restaurant,Asian Restaurant,Food
41.836034,-87.641191,Doctor's Office,Medical Center,Professional & Other Places
41.713466,-87.782714,Department Store,Department Store,Shop & Service
41.880699,-87.667165,Church,Spiritual Center,Professional & Other Places
41.916043,-87.687256,Donut Shop,Donut Shop,Food
41.829025,-87.770957,Bakery,Bakery,Food
41.691632,-87.679959,Grocery Store,Food & Drink Shop,Shop & Service
41.896546,-87.624160,Building,Building,Professional & Other Places
41.997964,-87.685851,Mexican Restaurant,Mexican Restaurant,Food
41.900118,-87.627080,Nightclub,Nightclub,Nightlife Spot
41.772922,-87.683300,Automotive Shop,Automotive Shop,Shop & Service
41.987847,-87.728856,Building,Building,Professional & Other Places
41.715062,-87.782667,Miscellaneous Shop,Miscellaneous Shop,Shop & Service
41.715179,-87.782435,Sporting Goods Shop,Sporting Goods Shop,Shop & Service
41.716493,-87.782993,Japanese Restaurant,Asian Restaurant,Food
41.878285,-87.636995,Office,Office,Professional & Other Places
41.930865,-87.672907,Home (private),Home (private),Residence
41.927484,-87.704775,Japanese Restaurant,Asian Restaurant,Food
41.998148,-87.667128,Bakery,Bakery,Food
41.710245,-87.574188,Home (private),Home (private),Residence
41.790990,-87.597005,Fraternity House,Fraternity House,College & University
41.898438,-87.622251,Wine Bar,Bar,Nightlife Spot
41.870580,-87.758499,Government Building,Government Building,Professional & Other Places
41.909450,-87.779578,Church,Spiritual Center,Professional & Other Places
41.872357,-87.648028,University,University,College & University
41.722752,-87.575088,Fast Food Restaurant,Fast Food Restaurant,Food
41.984312,-87.667395,Theme Park,Theme Park,Arts & Entertainment
41.691090,-87.782667,Steakhouse,Steakhouse,Food
41.910565,-87.653173,Juice Bar,Juice Bar,Food
41.765728,-87.612775,Lounge,Lounge,Nightlife Spot
41.749479,-87.663351,Miscellaneous Shop,Miscellaneous Shop,Shop & Service
41.898316,-87.627958,Road,Road,Travel & Transport
41.938959,-87.726645,Residential Building (Apartment / Condo),Residential Building (Apartment / Condo),Residence
41.961443,-87.676877,Salon / Barbershop,Salon / Barbershop,Shop & Service
41.713906,-87.681802,Office,Office,Professional & Other Places
41.932770,-87.647334,Mexican Restaurant,Mexican Restaurant,Food
41.878552,-87.623820,Train,Train Station,Travel & Transport
41.857359,-87.646631,Bus Station,Bus Station,Travel & Transport
41.871965,-87.622781,Train,Train Station,Travel & Transport
41.773139,-87.576154,Gas Station / Garage,,
41.664585,-87.743752,Gas Station / Garage,,
41.918346,-87.765001,Courthouse,Government Building,Professional & Other Places
41.946748,-87.678768,Dentist's Office,Medical Center,Professional & Other Places
41.726690,-87.550964,Hardware Store,Hardware Store,Shop & Service
41.961000,-87.692626,Home (private),Home (private),Residence
41.897271,-87.622699,Caf,,
41.953218,-87.749404,Hotel,Hotel,Travel & Transport
41.964149,-87.733951,Brewery,Brewery,Nightlife Spot
41.809068,-87.660394,Pizza Place,Pizza Place,Food
41.735613,-87.741300,Miscellaneous Shop,Miscellaneous Shop,Shop & Service
41.968208,-87.740678,American Restaurant,American Restaurant,Food
41.873821,-87.631604,Miscellaneous Shop,Miscellaneous Shop,Shop & Service
41.760710,-87.606683,College Administrative Building,College Administrative Building,College & University
41.961380,-87.675293,Bus Station,Bus Station,Travel & Transport
41.889969,-87.631491,American Restaurant,American Restaurant,Food
41.876686,-87.623143,Train,Train Station,Travel & Transport
41.724496,-87.701868,Miscellaneous Shop,Miscellaneous Shop,Shop & Service
41.921429,-87.663905,Mexican Restaurant,Mexican Restaurant,Food
41.940078,-87.657208,College Arts Building,College Academic Building,College & University
41.967172,-87.687800,Medical Center,Medical Center,Professional & Other Places
41.885713,-87.643626,Train,Train Station,Travel & Transport
41.873523,-87.803593,Steakhouse,Steakhouse,Food
41.900773,-87.625644,Art Gallery,Art Gallery,Arts & Entertainment
41.806580,-87.704197,Fast Food Restaurant,Fast Food Restaurant,Food
41.909134,-87.811008,Mall,,
41.931632,-87.683310,Bar,Bar,Nightlife Spot
41.967896,-87.728029,Seafood Restaurant,Seafood Restaurant,Food
41.881662,-87.655563,Sushi Restaurant,Asian Restaurant,Food
